"","N2_whole.body_untreated_32793","N2_whole.body_treated_32794","N2_whole.body_untreated_34092","N2_whole.body_treated_34093","N2_whole.body_untreated_57751.57753","N2_whole.body_treated_57752.57754","WT_ASE.neurons_untreated_40634","WT_ASE.neurons_treated_40635","WT_ASE.neurons_untreated_40636","WT_ASE.neurons_treated_40637","WT_Serotonergic.neurons_untreated_52019","WT_Serotonergic.neurons_treated_52020","WT_Serotonergic.neurons_untreated_52021","WT_Serotonergic.neurons_treated_52022","WT_Dopaminergic.neurons_untreated_52624","WT_Dopaminergic.neurons_treated_52625","WT_Dopaminergic.neurons_untreated_52626","WT_Dopaminergic.neurons_treated_52627","WT_Glutamatergic.neurons_untreated_52628","WT_Glutamatergic.neurons_treated_52629","WT_Glutamatergic.neurons_untreated_52630","WT_Glutamatergic.neurons_treated_52631","WT_Ciliated.sensory.neurons_untreated_52632","WT_Ciliated.sensory.neurons_treated_52633","WT_Ciliated.sensory.neurons_untreated_52634","WT_Ciliated.sensory.neurons_treated_52635","WT_GABAergic.neurons_untreated_52636","WT_GABAergic.neurons_treated_52637","WT_GABAergic.neurons_untreated_52638","WT_GABAergic.neurons_treated_52639","WT_mechanosensory.neurons_untreated_58078","WT_mechanosensory.neurons_treated_58079","WT_mechanosensory.neurons_untreated_58080","WT_mechanosensory.neurons_treated_58081","WT_unc-86.expressing.neurons_untreated_58082","WT_unc-86.expressing.neurons_treated_58083","WT_unc-86.expressing.neurons_untreated_58084","WT_unc-86.expressing.neurons_treated_58085","WT_pharyngeal.neurons_untreated_61513","WT_pharyngeal.neurons_treated_61514","WT_pharyngeal.neurons_untreated_61681","WT_pharyngeal.neurons_treated_61516","WT_cholinergic.neurons_untreated_61682","WT_cholinergic.neurons_treated_61683","WT_cholinergic.neurons_untreated_61519","WT_cholinergic.neurons_treated_61684","WT_ceh-14.expressing.neurons_treated_65631","WT_ceh-14.expressing.neurons_untreated_65632","WT_ceh-14.expressing.neurons_treated_65633","WT_ceh-14.expressing.neurons_untreated_65634","WT_unc-42.expressing.neurons_treated_65635","WT_unc-42.expressing.neurons_untreated_65636","WT_unc-42.expressing.neurons_treated_65637","WT_unc-42.expressing.neurons_untreated_65638","WT_unc-3.expressing.neurons_untreated_72762","WT_unc-3.expressing.neurons_treated_72763","WT_unc-3.expressing.neurons_untreated_72764","WT_unc-3.expressing.neurons_treated_72765","WT_Pan.neurons_untreated_71820","WT_Pan.neurons_treated_71821","WT_Pan.neurons_untreated_78316","WT_Pan.neurons_treated_78317","WT_Pan.neurons_untreated_78318","WT_Pan.neurons_treated_78319","WT_Pan.neurons_untreated_78312","WT_Pan.neurons_treated_78313","WT_Pan.neurons_untreated_78314","WT_Pan.neurons_treated_78315"
"let-7",40.5095006941842,1.35808475150559,35.8627484357028,0.0753171740334881,69.8926002394548,0.20192758335939,43.6064823136167,0.151142583528566,42.4990394865911,0.015219731419251,24.5048612670034,0.197420560993071,63.3990035657153,0.185192209764173,46.6702216613198,0.021321408840061,45.501432515462,0.021321408840061,25.4664119268916,0.735161531388157,61.2684925125484,0.745998883883049,46.249975179851,0.453715909120948,40.2073288880253,0.0398298280875016,62.4913393204661,0.259158645731735,33.4000843072506,0.311918515819442,37.8635692629359,0.102203608120904,49.8190819594042,0.105142603826968,31.6580614936981,0.021833453526802,63.7602010081676,0.021833453526802,44.4421907956537,0.033345138206249,35.2490205854326,0.033345138206249,30.9906923571428,0.293101037908975,55.8036662207873,0.918315898924104,0.111728393935868,48.5022073425915,0.013039039294629,28.088403841078,0.0095916681181714,40.3080021891996,0.0095916681181714,40.7650482463408,28.229327243161,0.0910503101078353,55.8585226916138,0.0262930105810402,36.2394828103147,0.5729829509989,42.381871800646,0.906721223998801,39.8835765272424,0.979560994314344,39.1509083366028,0.398439330625815,43.6466508002801,0.065384080226922
"lin-4",292.172609228081,0.677317966282697,350.131412851936,0.321265186035969,307.130620276688,0.338336131630374,273.7601897924,0.95871461625188,386.953285262884,1.36585192567184,287.231978199373,0.480185279144675,328.395008519223,0.205629742151754,274.601777953862,2.70115566145905,322.182592912492,3.26421624912298,388.57423344114,28.0182708953939,234.885283698299,23.615620671802,342.038189916459,23.6811903889671,249.661674240755,37.5978475544204,278.493097635055,2.39270374425561,309.119166033279,1.13549759289586,240.835933938885,6.06835959022725,349.478365231258,4.8796596912292,353.900748560203,10.3588074871734,251.607398332913,6.34487324992075,277.503783330856,0.433389594153394,330.540917506693,1.05397091553956,405.6357562094,27.0026856660979,222.963319285794,17.1593534538746,11.2115858226304,304.391458164554,5.13380566199941,313.466425289428,7.53381572056494,407.339431385799,4.75258410755095,246.350593886293,280.079724368097,3.24564457866721,325.691083621439,2.03021872052897,265.783418820125,45.3726218622617,324.674783478868,44.768994027836,342.359447964467,57.8658268755213,246.18888499148,35.2274519059524,355.710652161463,39.2702782791665
"lsy-6",1539.49920788249,3.01873195359829,1908.97506604743,1.34474085325146,2198.99547736625,1.26931742939842,2021.50498381969,74.0318561718947,1615.55425743838,56.0692741933721,1683.87710289114,0.306831583824941,1838.01777940243,0.91270425191344,1613.47799307816,1.10824334766882,1899.21439393946,1.49954028570186,1809.03153719773,40.4003796960175,1682.33684015307,44.1405403723445,2087.65200903005,52.809487959278,1524.50945435143,48.1955081790544,1871.62925655535,1.85915772454972,1806.58134809564,0.702367298613263,1749.27073033274,1.13374063743536,1763.7680075673,2.33858955514913,2006.60375202127,1.42042644576986,1611.26148344122,1.42780925481733,1535.43888091887,0.856545086932254,2024.59549790315,1.31036447561488,1784.85201897008,0.446763779089482,1815.09182939733,1.1437030904956,1.47668661595748,1614.71765126708,1.26022422216066,1967.21701191267,1.28924906663892,2307.98853611649,1.58373819085049,1367.40155688308,1818.76128015377,0.938352140602383,1718.81854562305,1.4732725219199,1661.70275282557,58.7807683279446,1956.20781055426,88.8507706691551,1688.35557593825,121.134978276047,1789.64805530643,58.1216835183881,1598.76111410812,46.4280927247345
"mir-1",596680.962293193,453.556484055716,563098.323405565,284.835192199774,569966.071910045,440.271069243542,628655.691476964,220.726029978707,549626.934540245,285.149755027547,603342.395290692,218.840847667797,562390.970693025,275.054469305207,587026.392598837,387.882559452443,582475.477441935,436.33687095212,528033.092014791,2533.65241913587,624051.51590411,4319.70920630512,647999.140215391,547.277196963669,528003.973959926,489.15982895012,604432.883545522,1523.30112193064,565743.38207262,845.965766880046,609040.179571653,351.373687976039,541592.527996743,692.03358924384,588560.904605833,266.843369121469,567415.586733389,435.304707499595,466338.581092147,386.633491371117,678142.35166252,361.235509778516,617052.562741784,7883.65795574968,544630.181571595,5297.61414476317,557.45827162311,759409.583983732,421.441346823961,448565.655554558,515.508101668795,439988.113225052,898.968277923458,678799.610274464,505439.174268824,229.667988104958,654882.996291495,372.304812128908,653520.423863156,1495.08306463177,560139.887727884,1837.52057325519,553709.357878643,4485.60257003489,578182.747688408,1838.62009792414,598161.39591152,1824.98277411422
"mir-1018",203.260882519528,0.798645217399878,183.086033588977,0.457377754505503,256.497622525068,0.572425361928914,184.181254453183,0.444166750710106,274.365372916709,0.260951164824495,181.564485179131,0.509180093398406,283.008694332474,0.715674869121013,223.052529341504,0.142906930948959,235.37732457353,0.0419103855575439,184.405960305143,1.34271706691761,279.60729063031,2.92016554904433,229.859475205108,0.357107998282605,240.533204532632,1.13323788928008,271.301441226251,1.07985486151674,194.024661194088,0.928560410468567,248.144511010713,1.12487368159799,242.742906623082,2.09853759243567,277.131809319036,2.47155953953584,226.093626697489,0.787469666508084,202.85735474034,0.698814462035724,243.950017566235,0.687357381531525,240.62717945523,5.32143399325179,226.198761258333,5.34895610598351,1.96227645983507,240.270998108778,1.12611902669998,196.951731747241,0.89398074009221,259.279233562909,0.401996222683055,194.875080662552,182.632241696401,1.97256612568392,279.922439565308,4.9597153600464,208.867853593855,14.6721089732177,228.386069442613,18.2693251736328,258.243486242275,15.9676543403829,220.176978366207,12.7361983817033,238.288022006559,11.1885258160769
"mir-1019",357.84190372559,1.53325137532547,352.895551555433,1.3787344744576,591.729895381079,0.700323700770339,466.901129119913,0.860936875610104,360.410281893895,1.09608294894902,347.831343207189,0.979780989949978,426.347581313521,1.20998683850789,441.714363089709,0.0322229583590114,474.355971438605,0.167278342235639,408.527580154753,0.993505152384575,442.759107821207,0.755702863911226,408.733007362918,0.635189222409894,423.137814065061,1.19727617713994,388.444305353511,0.307657451748281,468.740503816008,1.27311273985086,440.74455661242,0.242142246262288,332.718155966688,0.609670035729809,329.466579114345,0.8105036885742,462.158532328236,0.240389905529874,453.549479218798,0.0422932025629344,392.344898510507,0.244827350965996,445.713689070264,0.124682503908693,411.117056849321,0.534705492201384,0.789276519866355,218.890250960876,0.250137014094576,469.271276377307,0.525645261043551,566.971251431357,0.490029643084381,229.565501755742,421.121732220824,0.187656587850513,349.243804602396,0.893685687422467,478.695907483209,0.549520956658011,399.319118900826,0.990919754527475,383.332419723064,2.159894768923,421.762329292753,0.713268438771572,386.250696409009,0.54058724209804
"mir-1020",1390.76522721309,3.32168271804048,1232.96642270959,1.49610690633267,1560.02959128042,1.88590822202398,1402.67781212437,0.87416412434301,1594.45322637888,1.87782022410326,1734.88009054997,1.85820542728903,1258.18172796011,2.23545604472128,1691.12811484815,14.6855933136492,1433.81679993409,10.5553608492161,1302.83640218769,56.4712196220888,1586.07003618995,98.543880172442,1633.63617073345,2.315622365617,1252.50445790344,2.3683554860437,1325.06418928749,20.7618016387813,1504.85419521832,34.5548138369772,1756.37153681128,2.87345449180331,1029.08595982868,2.1541300428223,1076.87884339519,0.772744126302744,1673.12670190826,1.10472855144194,1159.39402817719,4.23006869906381,1539.69636304332,4.1607266208958,1383.59016157231,83.0766382921107,1399.48868729159,59.2601924244648,6.50412686107376,1675.53328029837,10.1616231422585,1192.48673232557,1.38603758085734,1175.50088462095,0.715033339319834,1503.86028376157,1487.60448873232,13.0415682322979,1261.31274303639,9.27899492342481,1010.87939179681,103.564415165165,1291.54900101332,109.447450144062,1281.93887681099,144.890369955951,1514.41268873654,63.2366381870614,1561.70217061825,58.524871740019
"mir-1022",3269.85932847714,3.84701175897924,3033.2059711425,1.70559428044733,2508.93053321187,3.00543258612649,3192.59392798978,5.37698807829801,3109.1116904,7.86956131424327,2551.24424519112,2.34140505745584,3646.91816069348,4.15243320700709,2795.27841415946,2.43680399153161,3277.19087089099,4.73050317749945,2788.95901038221,49.9804205216534,3377.32771150193,58.0086895581308,3138.0715454471,70.4020620623379,2865.46297358216,91.4565939343806,2789.8840642132,3.80416687186164,3100.47198877448,1.66556465759727,3286.9150502253,1.9177804141658,2459.86317006716,3.44081354299585,2457.62049578666,1.33733694789613,3273.37038312897,2.38408443514494,3050.60161531118,1.13787123245011,3005.22735766261,2.38577078728093,3591.48556799247,5.98222014866681,2758.27293652734,4.58706616498983,6.08043608838873,2995.58042129218,2.62959562652129,3215.0730176542,2.28230896650937,4242.91563363266,1.5107145673515,2321.75368422161,2467.90544912482,3.15577039943152,3709.78287538066,3.11978301495423,3164.23549479786,88.3502152862264,3384.16158238606,153.895993774765,2847.01759576232,141.236008563024,3294.68796970876,114.122972184114,2716.46786620486,77.5010309749772
"mir-124",162256.379557379,120.043526075789,198419.74698661,73.21059937845,153515.851274449,111.940393973085,170952.346528249,572.603722549412,173873.263657023,756.612915958129,194657.422306899,79.2425052899289,160597.13094212,87.5241864037611,178077.391263701,140.845520036461,182276.967693618,173.234461238737,176629.898512875,2224.38906618769,178973.054611211,2574.799454016,152048.458528499,2094.14161634045,187310.008840104,3143.57761244273,167085.909034364,458.984624398313,172737.768048575,343.920280007175,171117.619140736,275.6386999366,193910.719098116,406.878977666589,207183.997739474,1365.91619542591,157858.193249029,1056.58957097134,141820.991705549,99.0210312809848,208082.741576143,136.009368465643,222430.470842671,2211.75177384932,140082.56847567,1687.3757950835,2752.78429293096,190185.525764224,2338.24755585734,163183.987336665,653.173901101294,159989.150613173,903.346230791465,179321.11353316,149168.049221255,508.790976869865,219959.455556358,585.63210472351,175374.440839995,10116.1837550458,172590.949649921,9227.56711232201,171938.380075758,11707.3190799085,186545.430595624,8122.30685929128,188481.164525984,7189.73074910509
"mir-1817",63.475293534031,0.0168614573754352,101.762148087984,0.0168614573754352,47.3391572861931,0.0503456934857129,62.8395744386735,0.0206030124063972,54.4618205116204,0.105644300048559,43.0877645198229,0.0355623445662361,68.287675649179,0.0355623445662361,42.4051424244058,0.0232981555438001,86.9627976662563,0.0232981555438001,47.6352762363143,0.0198519701847697,71.9988667213557,0.0198519701847697,73.2784090545741,0.209191028214106,53.1761155058199,0.213734099372263,54.8180169710377,0.0171293216181592,74.5792087937022,0.0171293216181592,72.9056713461421,0.0265921672459748,43.8398185051055,0.0265921672459748,36.9187280570805,0.0430859877002643,83.6595344028298,0.238173803501325,58.5239556529077,0.216249506862155,60.7388798857835,0.0335899122743786,46.7277032385203,0.293005582125104,81.6845642005247,0.0971774389041985,0.183261693645591,48.9876487608702,0.0275230687175675,58.0621057066007,0.0755192470966333,89.6489690013098,0.070663077027874,39.4348774278334,53.7894951763877,0.0432048893348398,63.0689924753944,0.037480195408276,67.9589539208929,0.0986790264426598,61.4407934970924,0.206663507206812,52.5862557347962,0.294297850360718,59.5277981085685,0.0388356648877058,60.4063766486113,0.170132603286188
